version,run_id,evidence_type,currency,basket_id,strategy,reference,reference_contribution,unit_contribution,contribution_difference,r_required,allowed_probability_decline,required_probability_lift,max_p_ref_if_lift_required,status
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,PASS_HALF,ABSORB,-6.00,-3.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,PASS_FULL,REFERENCE,0.00,0.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,PASS_FULL,ABSORB,-6.00,0.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,ADD_SAME_CATEGORY,REFERENCE,0.00,-6.0000,-6.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,ADD_SAME_CATEGORY,ABSORB,-6.00,-6.0000,0.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,ADD_NEW_CATEGORY,REFERENCE,0.00,-9.0000,-9.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H2,ADD_NEW_CATEGORY,ABSORB,-6.00,-9.0000,-3.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,REFERENCE,REFERENCE,0.00,0.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,REFERENCE,ABSORB,-9.00,0.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ABSORB,REFERENCE,0.00,-9.00,-9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ABSORB,ABSORB,-9.00,-9.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,PASS_HALF,REFERENCE,0.00,-4.50,-4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,PASS_HALF,ABSORB,-9.00,-4.50,4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,PASS_FULL,REFERENCE,0.00,0.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,PASS_FULL,ABSORB,-9.00,0.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ADD_SAME_CATEGORY,REFERENCE,0.00,-9.0000,-9.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ADD_SAME_CATEGORY,ABSORB,-9.00,-9.0000,0.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ADD_NEW_CATEGORY,REFERENCE,0.00,-12.0000,-12.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m20_H3,ADD_NEW_CATEGORY,ABSORB,-9.00,-12.0000,-3.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,REFERENCE,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,REFERENCE,ABSORB,-1.00,2.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ABSORB,REFERENCE,2.00,-1.00,-3.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ABSORB,ABSORB,-1.00,-1.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,PASS_HALF,REFERENCE,2.00,0.50,-1.50,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,PASS_HALF,ABSORB,-1.00,0.50,1.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,PASS_FULL,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,PASS_FULL,ABSORB,-1.00,2.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ADD_SAME_CATEGORY,REFERENCE,2.00,-0.5000,-2.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ADD_SAME_CATEGORY,ABSORB,-1.00,-0.5000,0.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ADD_NEW_CATEGORY,REFERENCE,2.00,-3.5000,-5.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H1,ADD_NEW_CATEGORY,ABSORB,-1.00,-3.5000,-2.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,REFERENCE,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,REFERENCE,ABSORB,-4.00,2.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ABSORB,REFERENCE,2.00,-4.00,-6.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ABSORB,ABSORB,-4.00,-4.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,PASS_HALF,REFERENCE,2.00,-1.00,-3.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,PASS_HALF,ABSORB,-4.00,-1.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,PASS_FULL,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,PASS_FULL,ABSORB,-4.00,2.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ADD_SAME_CATEGORY,REFERENCE,2.00,-3.5000,-5.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ADD_SAME_CATEGORY,ABSORB,-4.00,-3.5000,0.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ADD_NEW_CATEGORY,REFERENCE,2.00,-6.5000,-8.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H2,ADD_NEW_CATEGORY,ABSORB,-4.00,-6.5000,-2.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,REFERENCE,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,REFERENCE,ABSORB,-7.00,2.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ABSORB,REFERENCE,2.00,-7.00,-9.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ABSORB,ABSORB,-7.00,-7.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,PASS_HALF,REFERENCE,2.00,-2.50,-4.50,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,PASS_HALF,ABSORB,-7.00,-2.50,4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,PASS_FULL,REFERENCE,2.00,2.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,PASS_FULL,ABSORB,-7.00,2.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ADD_SAME_CATEGORY,REFERENCE,2.00,-6.5000,-8.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ADD_SAME_CATEGORY,ABSORB,-7.00,-6.5000,0.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ADD_NEW_CATEGORY,REFERENCE,2.00,-9.5000,-11.5000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m30_H3,ADD_NEW_CATEGORY,ABSORB,-7.00,-9.5000,-2.5000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,REFERENCE,ABSORB,1.00,4.00,3.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ABSORB,REFERENCE,4.00,1.00,-3.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ABSORB,ABSORB,1.00,1.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,PASS_HALF,REFERENCE,4.00,2.50,-1.50,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,PASS_HALF,ABSORB,1.00,2.50,1.50,0.4,0.6,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,PASS_FULL,ABSORB,1.00,4.00,3.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,REFERENCE,4.00,2.0000,-2.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_SAME_CATEGORY,ABSORB,1.00,2.0000,1.0000,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,REFERENCE,4.00,-1.0000,-5.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H1,ADD_NEW_CATEGORY,ABSORB,1.00,-1.0000,-2.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,REFERENCE,ABSORB,-2.00,4.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ABSORB,REFERENCE,4.00,-2.00,-6.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ABSORB,ABSORB,-2.00,-2.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,REFERENCE,4.00,1.00,-3.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_HALF,ABSORB,-2.00,1.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,PASS_FULL,ABSORB,-2.00,4.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,REFERENCE,4.00,-1.0000,-5.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_SAME_CATEGORY,ABSORB,-2.00,-1.0000,1.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,REFERENCE,4.00,-4.0000,-8.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H2,ADD_NEW_CATEGORY,ABSORB,-2.00,-4.0000,-2.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,REFERENCE,ABSORB,-5.00,4.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ABSORB,REFERENCE,4.00,-5.00,-9.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ABSORB,ABSORB,-5.00,-5.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,REFERENCE,4.00,-0.50,-4.50,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_HALF,ABSORB,-5.00,-0.50,4.50,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,PASS_FULL,ABSORB,-5.00,4.00,9.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,REFERENCE,4.00,-4.0000,-8.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_SAME_CATEGORY,ABSORB,-5.00,-4.0000,1.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,REFERENCE,4.00,-7.0000,-11.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S20_m40_H3,ADD_NEW_CATEGORY,ABSORB,-5.00,-7.0000,-2.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,REFERENCE,ABSORB,1.00,4.00,3.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ABSORB,REFERENCE,4.00,1.00,-3.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ABSORB,ABSORB,1.00,1.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,REFERENCE,4.00,2.50,-1.50,1.6,,0.6,0.625,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_HALF,ABSORB,1.00,2.50,1.50,0.4,0.6,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,PASS_FULL,ABSORB,1.00,4.00,3.00,0.25,0.75,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,REFERENCE,4.00,2.0000,-2.0000,2,,1,0.5,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_SAME_CATEGORY,ABSORB,1.00,2.0000,1.0000,0.5,0.5,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,REFERENCE,4.00,-1.0000,-5.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H1,ADD_NEW_CATEGORY,ABSORB,1.00,-1.0000,-2.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,REFERENCE,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,REFERENCE,ABSORB,-2.00,4.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ABSORB,REFERENCE,4.00,-2.00,-6.00,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ABSORB,ABSORB,-2.00,-2.00,0.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,REFERENCE,4.00,1.00,-3.00,4,,3,0.25,lift_required_feasibility_depends_on_unknown_p_ref
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_HALF,ABSORB,-2.00,1.00,3.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,REFERENCE,4.00,4.00,0.00,1,0,,,decline_bound_or_no_decline
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,PASS_FULL,ABSORB,-2.00,4.00,6.00,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,REFERENCE,4.00,-1.0000,-5.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_SAME_CATEGORY,ABSORB,-2.00,-1.0000,1.0000,,,,,reference_nonpositive_ratio_not_applicable
cost01-fixed-fee-v1,cost01-synthetic-01,synthetic_scenario,EUR_scenario,S40_m20_H2,ADD_NEW_CATEGORY,REFERENCE,4.00,-4.0000,-8.0000,,,,,strategy_nonpositive_cannot_recover_positive_reference
